Zaman,Enlem,Boylam,Derinlik,Buyukluk
1319761410,38.8448,43.5828,9.58,4.2
1319750733,38557,43.1673,11.18,4.1
1319738109,38.8203,43.5767,7.14,4.0
1319731692,38726,43.5033,13.01,4.0
1319719294,38.9198,43.5475,10.37,4.1
1319717738,39.95,24.56,3.0,4.1
1319691862,37.3807,43.8343,21.61,5.1
1319682551,38.6923,43.3738,20.26,4.2
1319661747,38.6237,43.1613,19.18,4.3
1319660108,38.8741,43.6701,14.77,4.2
1319647530,38.7788,43.2045,5.04,4.1
1319646167,38.6633,43.5245,12.83,4.0
1319645805,38.7183,43.2777,5.0,4.1
1319635185,38.6593,43.2853,1.45,4.5
1319632276,38636,43.0963,4.05,4.2
1319631277,38.6657,43.5468,12.34,4.3
1319619915,38738,43.5005,5.0,4.3
1319608160,38636,43.5222,18.29,4.0
1319588826,38.7062,43.1948,6.98,4.2
1319588179,38.6923,43.2008,20.62,4.8
1319587145,38828,43.5063,14.81,4.6
1319575143,38.8582,43.5855,8.93,4.0
1319574318,38.7507,43.3343,11.91,4.1
1319567885,38.6652,43.1985,18.01,4.0
1319564366,38.6743,43.1127,2.66,4.0
1319563350,38907,43.5205,5.0,4.0
1319562508,38.9007,43553,8.29,4.1
1319561724,38.5842,43.5737,1.06,4.1
1319561038,38.7417,43.3522,6.96,4.1
1319555682,38.8548,43.6078,10.97,4.1
1319551683,38.7098,43.1577,1.81,4.0
1319550976,38.7895,43.4705,8.07,4.3
1319550632,38.8688,43.6377,11.53,4.3
1319545633,38.8268,43.5668,16.01,4.5
1319545189,38738,43.3188,6.98,4.0
1319545006,38.8323,43.5163,5.0,4.1
1319544368,38.8377,43.5145,7.52,4.0
1319544324,38.8488,43.5702,7.78,4.0
1319543706,38823,43.5857,17.44,5.6
1319539269,34.95,26.24,10.0,4.4
1319504368,38.7002,43.2498,6.91,4.0
1319501809,38.7748,43.2748,3.64,4.0
1319500150,38.6587,43.1535,17.44,4.0
1319499234,38.7742,43154,12.35,4.4
1319491938,38.6515,43.0678,7.08,4.2
1319490509,38.6383,43.0782,4.68,4.0
1319489715,38.7872,43.3903,26.37,4.7
1319483611,38.7135,43.0977,19.24,4.5
1319471536,38.6983,43.2198,18.86,4.3
1319464284,38.9028,43.5538,2.48,4.2
1319459286,38693,43.1475,18.71,5.0
1319458152,38.6615,43.2453,5.92,4.2
1319454411,38.7898,43.1812,6.98,4.1
1319450876,38.9292,43.5507,13.31,4.4
1319449755,38.7007,43.3385,2.95,4.3
1319444053,38.7138,43.3705,3.54,4.0
1319441416,38.6868,43.3143,6.52,4.1
1319440482,36.5233,28.7075,23.32,4.2
1319440252,38715,43.5145,2.16,4.0
1319440019,36534,28.6738,25.83,4.0
1319435360,38.7,43.46,5.0,4.8
1319434106,38.6865,43.5322,18.89,4.8
1319433131,38.8231,43.6036,11.46,4.4
1319424896,38.7253,43281,3.39,4.4
1319420580,38.6122,43.2525,15.45,4.3
1319419126,38.6808,43.31,12.58,4.5
1319417136,38663,43.1123,9.08,4.2
1319409556,38.7428,43.3925,21.75,4.1
1319407689,38.7072,43.3767,15.39,4.0
1319406647,38.7417,43.3103,12.94,4.1
1319395408,38.7718,43.3303,1.79,4.1
1319391934,38.6447,43.1275,6.79,6.0
1319388536,38.6213,43.2027,13.94,4.2
1319388205,38697,43.15,7.55,4.5
1319387133,38.6163,43.2,6.9,4.4
1319385965,38.7358,43328,22.09,4.5
1319385227,38.7248,43302,6.08,4.8
1319383622,38.6853,43.5425,18.57,4.4
1319382644,38629,43192,19.81,5.1
1319378916,39.0273,42.2482,11.5,4.0
1319377127,38.6852,43.3668,3.06,4.1
1319375604,38.6632,43.1128,20.89,4.1
1319375110,38.7518,43508,20.85,4.8
1319374679,38.7173,43.3265,21.78,4.6
1319372670,38.5905,43149,21.55,4.7
1319372042,38.6302,43.0803,13.56,4.0
1319370768,38.6752,43273,2.03,4.2
1319366768,38.7452,43.3238,15.01,4.1
1319366027,38.7227,43.3823,3.3,4.2
1319365352,38.6383,43.3235,1.14,4.1
1319365024,38.8113,43.4675,15.41,4.7
1319364469,38673,43.2019,11.68,4.4
1319363806,38.7712,43.3055,1.71,4.3
1319362930,38678,43.1455,10.0,4.2
1319362214,38.7325,43.2332,6.91,4.0
1319361601,38.7367,43.5087,20.8,4.0
1319361454,38.7338,43.5558,15.08,4.2
1319359509,38.6968,43.1576,6.96,4.1
1319359464,38.67,43.2,9.0,4.0
1319358760,38.7778,43.3947,22.61,5.5
1319358435,38.8,43.11,5.0,4.2
1319357946,38.7627,43.4095,7.24,4.2
1319357454,38.7702,43.3945,6.34,4.8
1319356829,38.7335,43.1312,7.48,5.3
1319356608,38.7825,43.3633,19.92,5.8
1319356325,38.7657,43238,6.3,4.8
1319356095,38.7152,43.3715,12.02,4.6
1319355660,38689,43.4657,19.02,7.1
1318656421,35.3768,30.1137,42.75,4.0
1318566614,40.29,44.68,2.0,4.4
1318515282,35.6878,31.8995,38.86,4.2
1318506281,40.21,25.25,5.0,4.3
1318441891,35.44,30.15,20.0,4.1
1318220071,38.4543,39.2525,15.68,4.0
1318101053,39.0052,28057,25.38,4.0
1318033519,39.36,40.69,5.0,4.0
1317814891,36.04,23.36,80.0,4.3
1317697933,37.34,23.22,108.6,4.0
1317477772,42.78,45.64,2.0,4.0
1317442044,41.4352,41.3053,7.19,4.2
1317404414,38.0,35.16,5.0,4.3
1317346044,39.65,38.69,5.0,4.4
1317114501,34.3784,23.6582,17.8,5.3
1317103133,41.4,43.94,11.0,4.0
1316722827,39.6588,38.7005,7.02,4.0
1316721005,39.6585,38.6948,17.74,4.3
1316675639,39.7,38.71,2.0,4.2
1316650953,39.6597,38.6777,7.18,5.6
1316065341,36.0233,25.6963,11.6,4.0
1315623972,36.91,26.5,9.0,4.2
1315610535,36.84,26.53,10.0,4.4
1315391419,37.37,36.32,8.0,4.0
1315271653,37.88,23.05,105.2,4.1
1315212156,36.1967,28.7975,50.79,4.3
1315147278,35.77,31.15,5.0,4.0
1314263949,35.82,29.43,10.0,4.2
1314235163,39139,29.0957,22.54,4.3
1314190044,39.49,39.97,5.0,4.3
1313896470,38.1335,24.3558,20.23,4.0
1313657861,42.5448,42.9672,2.07,5.0
1313505007,40.44,28.89,5.0,4.0
1313470411,39.08,35.91,5.0,4.5
1312993897,35.9533,29.8533,34.32,4.0
1312416788,38.57,39.68,5.0,4.4
1312261931,42433,44.5062,4.27,4.8
1312224173,35.47,27.18,16.0,4.0
1311994449,42.62,45.41,2.0,4.4
1311860999,34946,26.5956,15.0,4.7
1311749893,38.34,31.87,5.0,4.8
1311605840,40.8195,27.7498,6.97,5.1
1311099413,39.1048,29093,17.66,4.1
1310921510,39.0638,29.1243,13.84,4.0
1310509909,39123,29.0328,14.7,4.3
1310389752,40.1382,29.9733,26.14,4.7
1310260979,38.57,44.34,5.0,4.4
1309691789,39.1037,29.0147,10.78,4.1
1309631447,36.65,26.65,107.0,4.4
1309471039,34.6468,24.0851,40.0,4.5
1309366086,37.36,35.87,16.0,4.5
1309356293,35.58,25.35,21.0,4.0
1309336848,39.1232,29.0032,9.28,4.0
1309207301,39.07,29.0,8.0,4.0
1309199331,39.1217,29.0443,12.15,4.4
1309198439,39.12,29.02,9.0,5.0
1308819606,38.5867,39.6008,19.2,4.0
1308803683,38.5562,39.6307,13.42,5.4
1308398237,35.2593,27672,26.83,4.6
1308259309,34.8029,26082,2.0,4.0
1308151391,36.5967,28.7742,25.98,4.0
1308126724,34.55,32.7847,6.92,4.2
1308082464,34961,28.8722,22.06,4.6
1308077702,34.7331,29.0779,30.0,4.5
1307953861,38.3815,33953,10.51,4.0
1307735225,39.0975,28.3405,34.38,4.7
1307602989,34.8957,28.9677,27.35,4.1
1307596466,34726,29.1324,40.0,4.4
1307298552,39143,29095,6.98,4.0
1307184666,39.1122,29.1018,15.63,4.1
1306782215,39.1567,29.0112,15.29,4.0
1306703157,41.61,46.54,10.0,4.0
1306656126,37.41,42.57,11.0,4.6
1306621899,39.1425,29.0853,5.04,4.5
1306595208,39.1123,29.0278,16.62,4.0
1306557331,39.11,29.13,8.0,4.0
1306550837,39.1215,29.0408,23.02,5.1
1306506270,35.71,23.47,15.0,4.2
1306488668,36.99,45.13,15.0,4.2
1306471417,39.1393,29.1235,19.42,4.4
1306194929,39.1013,29.0217,16.8,4.2
1306134398,39.0988,27.1522,26.37,4.0
1306065081,36.6565,27.1684,133.7,4.0
1306019529,36.3253,31399,13.7,4.0
1306003389,39.1037,29.0513,7.0,4.0
1305880207,39.1228,29.0027,7.0,4.0
1305856836,39.1202,29.0872,7.09,4.2
1305853235,39.1443,29.0023,6.97,4.0
1305842313,39.1147,29.0837,17.38,4.3
1305839588,39.1413,29.1065,16.92,4.1
1305832744,39115,28.9885,6.95,4.0
1305829990,39131,29.1235,20.83,4.3
1305829289,39.1128,29.0317,6.99,4.3
1305828771,39113,29.0377,7.74,4.8
1305828494,39.11,29.0338,7.06,4.2
1305827011,39.12,29.09,2.0,4.0
1305826905,39.1,29.13,5.0,4.0
1305825932,39.1442,29.1078,7.0,4.6
1305825322,39.1328,29082,24.46,5.9
1305174730,40.48,47.36,10.0,4.1
1304826623,36.6326,27.2625,12.0,5.2
1304780449,37.02,28.17,5.0,4.0
1304251468,39.0602,28.0227,24.88,4.1
1304166364,38.2,42.64,8.0,4.1
1304157731,42.53,43.36,22.0,4.0
1303922106,34.39,28.06,26.0,4.2
1303859089,36.34,28.69,2.0,4.0
1303525331,37.47,35.58,11.0,4.0
1303447841,40.08,24.94,7.0,4.4
1303440211,38.9837,29.8262,21.32,4.0
1302423110,36.45,28.82,6.0,4.0
1302407510,34.37,25.58,40.0,4.0
1302325880,42.12,47.24,2.0,4.1
1302142571,34.48,45.41,2.0,4.1
1302140855,34.34,45.56,15.0,4.5
1301863338,36.49,28.77,5.0,4.0
1301654724,35.69,26.63,17.0,4.1
1301653750,35.5658,26.6019,80.0,6.1
1301494040,40.05,27.83,8.0,4.3
1301349190,39.1602,29.0673,6.97,4.3
1301145913,34.37,32.11,12.0,4.3
1301035936,39.24,47.4,15.0,4.2
1300883450,34.5743,25.0984,2.0,4.1
1300377263,35.7352,36.4597,12.47,4.1
1300290364,34.9746,45.5598,10.0,4.2
1300280891,38.9842,25.0222,5.03,4.0
1300263482,37.31,30.48,8.0,4.1
1300118229,38.66,44.2,5.0,4.6
1300073209,42.87,46.31,2.0,4.4
1299643444,40.43,28.06,9.0,4.0
1299598297,35.9728,34.5602,37.93,4.1
1299387518,39.24,40.41,5.0,4.2
1299371296,34.6934,24.9616,45.0,4.1
1299113093,42.65,46.19,2.0,4.1
1299093237,42.64,45.48,2.0,4.5
1298880025,36.28,45.63,10.0,4.1
1298868546,34.82,25.44,50.0,5.7
1298658806,36.58,27.17,137.9,4.1
1298428166,34.41,26.6,36.0,4.8
1298396221,38.94,24.93,10.0,4.4
1298387753,38.93,42.29,3.0,4.5
1298355366,38.99,42.32,5.0,4.3
1298355104,39.01,42.29,5.0,4.5
1298354895,38.99,42.31,5.0,4.4
1298345807,39.01,42.32,5.0,4.1
1298200437,40.5883,34.8145,18.89,4.4
1297118793,34.8,23.21,44.7,4.3
1297092702,36.61,26.95,142.4,4.5
1296947341,37.8,27.21,8.0,4.2
1296879421,37.9045,29.0512,10.09,4.0
1296862674,37.83,27.34,5.0,4.1
1296736070,38.46,39.18,4.0,4.2
1295743882,41.9702,42.6808,7.83,4.2
1295682868,42.69,46.2,2.0,4.1
1295583949,35.48,31.76,60.0,4.1
1295512777,39.5207,23.3954,10.0,4.0
1295478577,40.71,29.76,10.0,4.1
1295419871,41.92,42.79,7.0,4.1
1295417868,41877,42.7038,27.81,5.3
1293963259,36.88,43.21,10.0,4.1
1293818257,40.58,27.34,16.0,4.0
1293366843,39.9972,40.0146,2.2,4.4
1293329300,40.3222,25.8821,12.7,4.1
1293057613,40.1227,24.7603,11.12,4.1
1293057349,40.0903,24.7936,8.4,4.1
1292869872,35168,38.6065,5.88,4.6
1292567868,36.9624,23.9897,109.3,4.7
1292356919,36.5986,28.0533,66.5,4.1
1292097739,38.4813,25.5867,11.2,4.3
1291834253,37.88,27.34,7.0,4.0
1291601769,38.9326,44.3693,5.7,4.2
1291580417,35.3136,28.6013,37.5,4.5
1291423749,36.4577,26.3931,128.2,4.7
1291404782,34.7257,29.9796,10.0,4.0
1290411483,36888,42.8546,10.0,4.2
1290089746,34.8038,23312,49.3,4.0
1289899197,34.7649,23.9072,27.0,4.0
1289893835,37314,36.3921,14.5,4.4
1289765308,36563,35.9986,16.7,4.9
1289701304,37.8558,27.3385,18.66,4.1
1289495282,37.8579,27.3856,15.0,5.0
1289098290,39.51,40.22,5.0,4.1
1289033878,39.5192,40.2092,12.73,4.1
1288994716,38.8932,44.3567,1.0,4.1
1288884864,34.9432,25.6776,7.5,4.0
1288741886,40425,26.2214,10.0,5.3
1288349205,37.1242,30.7457,95.6,4.2
1288323161,40.31,25.81,5.0,4.1
1287981644,34.8249,23546,20.7,4.8
1287756911,34.6707,24.5735,27.1,4.0
1287741302,35.4276,27.4191,11.9,4.2
1287643724,38.8685,25.9718,37.28,4.2
1287487933,39.3917,33.1148,7.02,4.3
1287109991,35.9538,30.3965,45.8,4.1
1287036504,36.1602,29.5918,42.8,4.3
1286809438,37.8858,27.2912,6.99,4.1
1286313221,35.43,45.29,5.0,4.1
1286311394,38.0022,27952,17.11,4.1
1286117343,40.8323,28176,3.2,4.4
1286109334,34.9689,26557,16.3,4.5
1286108458,34.9176,26.4987,40.0,5.3
1286015414,39.23,25.36,14.0,4.1
1285956314,38.2302,42.5155,5.0,4.0
1285858541,34948,26.1573,14.1,4.0
1285775529,36.3039,23.2249,23.7,4.0
1285550766,37.35,44.21,30.0,4.2
1285031719,35.1491,26.9652,15.5,4.2
1285024161,35.1629,26.9925,17.4,4.3
1285024047,35.1328,26.9886,8.7,4.0
1284861243,42.84,47.15,10.0,4.2
1284707829,38.1273,38.9343,13.7,4.7
1284514798,34.5464,24.7573,26.7,4.0
1284507434,42.38,44.51,2.0,4.4
1284400159,34.7308,27.0225,23.0,4.1
1284159846,34415,26.5834,31.5,4.2
1283858279,37.0191,27.6161,6.3,4.2
1283816934,39501,40.1426,1.8,4.2
1283578549,35.3321,26.5548,28.8,4.2
1283388784,38.2436,23.1582,14.2,4.1
1283032318,38646,23.3543,13.1,4.0
1282526557,40.3769,25.9446,13.3,4.1
1282347299,42.18,26.21,2.0,4.0
1282275928,37.1042,31.1398,107.3,4.1
1281930082,39.7218,38.9226,15.27,4.3
1281917341,40.8477,31632,10.83,4.0
1281568985,39.6865,27.5781,13.8,4.3
1281248101,40.5501,23574,13.5,4.4
1281247228,40.5395,23.5875,5.0,4.4
1281229595,34.8541,24.4912,23.6,4.8
1281216253,36573,27.9742,22.3,4.3
1281085963,34.7649,24.5053,24.9,4.0
1280975472,37724,35.5513,7.56,4.2
1280943524,37.4865,27.0433,12.66,4.2
1280759154,35.5059,26.3268,11.0,4.3
1280236064,34.99,32.88,35.0,4.5
1280066780,36.9509,30.3928,9.9,4.1
1279732338,34.7337,30.0244,25.0,4.3
1279475780,40.0077,41.8307,13.67,4.1
1279323034,39.3956,23.9113,26.02,4.6
1279295592,39.3416,23.9915,19.2,5.0
1279257062,36.8323,26.9143,167.1,5.1
1279161331,36.8,27.4003,22.42,4.3
1278209065,40.0247,37469,19.22,4.3
1278068898,35.0085,26.3694,24.3,4.2
1277577807,34.4494,24.6221,51.3,4.2
1277483283,35502,26.3191,17.5,4.0
1276243005,40.4264,28.9573,12.9,4.2
1275960375,37747,36.1248,22.48,4.2
1275936307,37.7448,36102,18.77,4.2
1275892012,42.6581,41.6149,7.2,4.2
1275816059,35.5293,24796,58.5,4.4
1275796932,38.95,25.95,14.0,4.1
1275099006,40.95,26.65,10.0,4.0
1274872940,36.6326,29.8462,14.5,4.5
1274755103,42.68,46.14,5.0,4.0
1274484635,39.3347,41.1451,5.2,4.0
1273943540,35.6875,29991,19.24,4.3
1273921702,41.2,30.13,5.0,4.3
1273879435,34.74,26.76,22.0,4.1
1273550617,38.6117,23.7294,11.8,4.0
1273544593,39.4486,25.9369,9.9,4.3
1273503724,34.3537,30.7816,37.1,4.3
1273272389,38.7992,40.0485,19.31,4.1
1272792278,35.7665,24.6824,74.8,4.4
1272636179,37.4757,38.8793,22.41,4.1
1272526375,35.7637,27483,14.2,4.5
1272461708,36.3285,27.6806,16.8,4.4
1272267050,34.9156,26.3797,16.3,4.2
1272266811,34.9099,26.3977,15.7,4.4
1272075308,38.8042,40.1315,19.94,4.2
1271161101,36.2144,27.5308,21.3,4.0
1271029409,42.5015,43.5007,13.7,4.1
1270991457,39.0662,40.8078,18.15,4.2
1270786152,35.6944,29437,15.2,4.1
1270183039,40.5354,35.0245,15.0,4.3
1270159526,35.8785,31.0619,61.0,4.0
1269722099,35.2233,27.1994,3.2,4.2
1269620738,38.1832,26.2581,12.3,4.0
1269617755,38206,26.2486,14.8,4.8
1269429090,38.7713,40.0935,22.57,5.1
1269361994,39.8897,38.6448,19.54,4.3
1269105888,39.54,23.42,10.0,4.0
1269022436,38.9,39.0,5.0,4.1
1268766091,34.9771,27.6859,19.2,4.2
1268742943,35.1435,24.2454,11.3,4.0
1268465262,35.8557,31.0427,10.72,4.3
1268423445,38.8157,40.0357,14.05,4.2
1268383370,35.3822,27.3886,32.1,4.0
1268348039,36.3923,23.4691,65.5,4.2
1268147675,39.91,39.14,6.0,4.0
1268138103,39.89,39.14,5.0,4.2
1268109276,38.75,40.15,5.0,4.1
1268108485,38.8517,40.2428,7.4,4.0
1268107781,35.4226,25.5173,27.5,4.2
1268104499,38.7182,40.1231,4.0,4.1
1268092503,38.8484,23.6267,12.6,4.4
1268082558,38.7357,40.0138,4.6,4.1
1268049893,38.6966,40.0988,2.0,4.9
1268047055,38.7375,40.0392,6.21,4.4
1268035930,38.7452,40.0342,11.75,5.1
1268032463,39.7957,40.0477,4.91,5.0
1268028048,38.7326,40.1021,5.0,4.9
1268025083,38.7708,40.0217,4.4,4.1
1268023658,38.7518,40.0418,15.15,5.6
1268007626,38.8151,40.1267,5.7,4.1
1268004720,38.77,40.07,5.0,6.1
1267480783,39.14,29.1,7.0,4.3
1267479794,39.1339,29.0705,2.8,4.2
1267152861,42.11,45.41,19.8,4.1
1266673691,40.5243,46.9868,24.8,4.0
1266615654,42.53,43.37,2.0,4.0
1266528899,39963,33.1522,17.47,4.0
1266139250,38.74,40.02,6.0,4.1
1265997602,34.7271,24.8416,26.9,4.1
1265392935,34.9547,27.0198,1.69,4.1
1265367861,42.85,46.09,90.9,4.1
1265316173,36.15,32.01,100.0,4.0
1265302407,36.62,45.21,2.0,4.6
1265293740,42.34,45.76,2.0,4.1
1265107584,37.83,46.9,5.0,4.0
1265094987,37.8228,46.8017,5.7,4.5
1264986102,39.5572,37.9669,12.0,4.1
1264900692,36.9247,29.3357,6.92,4.0
1264673120,34.9178,25.5867,5.2,4.1
1264635372,34.9655,25.3084,11.6,4.0
1264501875,35.1176,26.7961,19.1,4.5
1264371019,38.8471,26.9071,13.4,4.0
1264352394,37.59,35.62,2.0,4.2
1264348429,35.0394,26865,5.2,4.0
1264225023,35.5959,26.3274,50.7,4.1
1263813901,35.2651,27.8396,48.1,4.2
1263764584,35.1312,26.9527,27.75,4.0
1263753424,35.21,27.68,30.0,4.0
1263751149,35.2831,27.8331,28.2,4.1
1263748565,35.1984,27.7199,30.0,4.9
1262826518,35.02,26.76,5.0,4.1
1262700426,34.7523,24.0983,56.5,4.0
1262648836,36.1489,25.4242,116.6,4.5
1262253698,36.2297,27.6118,75.8,4.0
1261532680,37.6271,26.4571,15.6,4.2
1261451183,35.6575,31.4839,63.7,5.3
1261193159,36.0037,27.2854,106.5,4.1
1260620597,36.4838,28618,56.3,4.4
1259937916,41.4078,44191,13.63,4.1
1259936389,37.4107,29.5697,19.5,4.7
1259895741,37.9332,28.8681,10.0,4.9
1259679243,36.2274,26.9512,127.6,4.3
1259559998,38.86,25.67,11.0,4.0
1259135624,37.9465,28.8611,13.8,4.5
1259017203,35.94,30.08,20.0,4.5
1258844509,41.3058,33.6146,9.4,4.4
1258360277,35.1562,27852,10.8,4.3
1258056991,34.9471,23.4368,20.8,4.0
1258041705,34.9615,23.3628,15.2,4.5
1258000008,38.6092,23.4839,12.0,4.3
1257943808,35.4911,27304,33.3,4.3
1257552823,36.0444,31813,76.3,4.4
1256343593,34.96,30.35,26.0,4.0
1256296676,35.7157,28.1092,55.17,4.1
1256264104,34.9489,24.3222,47.6,4.1
1255766280,35.56,43.31,2.0,4.0
1255543169,34.3679,26.5374,27.0,4.4
1255396977,37.0936,36.0807,5.5,4.0
1255384466,34.8959,46.8562,10.0,4.8
1255179981,34.6278,23.8625,15.0,4.2
1254886553,34.8301,23.5457,4.9,4.2
1254697089,38.3683,39.2918,5.16,4.0
1254113214,39907,23.7439,6.1,4.0
1253948208,34.66,45.26,20.0,4.1
1253907130,34.7,24.18,20.0,4.1
1253864895,42.53,43.45,2.0,4.2
1253646691,36.5072,30.8303,80.0,4.1
1253099384,34755,33.0895,15.6,4.6
1252995828,39.09,29.05,11.0,4.0
1252985143,34.7407,25.6853,30.0,4.0
1252895834,34.79,28.42,54.0,4.0
1252737682,42.5855,43.4285,13.6,4.5
1252707060,42.51,43.45,2.0,4.0
1252705840,37.5201,27.0555,12.4,4.0
1252696475,37.5293,27008,7.09,4.0
1252638866,42.58,43.35,11.0,4.0
1252623511,37.9406,32.5307,10.0,4.9
1252596594,37.9275,32.5427,10.0,4.8
1252551859,38.3,23.98,8.0,4.0
1252474578,42.5463,43.5655,19.5,4.4
1252465007,35.84,29.93,10.0,4.3
1252436154,34.4536,25.3798,35.4,4.0
1252421449,42.5273,43.4184,13.9,4.5
1252358147,42.55,43.39,2.0,4.2
1252355694,42.5108,43.4919,9.7,4.0
1252354863,42.5735,43.4591,10.1,4.1
1252354365,42545,43524,8.0,4.1
1252353862,42557,43.55,10.0,4.1
1252353131,42.5558,43.4973,7.6,4.3
1252352969,42.5066,43.5153,16.8,4.8
1252352790,42.59,43.53,18.0,4.3
1252352460,42.58,43.45,15.0,6.0
1252304541,34.7483,24.0215,25.1,4.2
1251873316,38.1082,23.2739,9.4,4.0
1251868657,38.1132,23.2852,10.2,4.5
1251744594,38.67,26.35,18.0,4.0
1251582145,38.48,26.29,14.0,4.2
1251285998,35.3105,28.5702,46.5,4.2
1251283505,35.1954,23.3911,29.9,4.1
1251170916,34709,32.9523,17.7,4.6
1251141973,35.1793,25.8503,63.1,4.0
1251115051,42.4836,44.9186,11.7,4.0
1251077323,35.86,26.06,67.0,4.0
1250638154,34.8496,26092,5.5,4.0
1250159369,35639,28.6087,34.75,4.1
1249746705,34.6053,23.9331,19.3,4.3
1249728759,40.3505,27.4303,13.2,4.2
1249650869,35.8955,26.6828,94.7,4.0
1249134159,40.37,28.28,10.0,4.3
1248928673,39.5854,39.7483,13.7,5.0
1248791931,36.0608,29.7236,25.4,4.5
1248705060,42.36,45.11,2.0,4.1
1248700581,42.35,45.11,15.0,4.1
1248700403,42.37,45.21,10.0,4.2
1248403700,37.4913,35.7431,10.0,4.1
1248212361,34.6874,23.9204,59.1,4.1
1247938348,35.86,43.35,12.0,5.1
1247916329,41.3,43.83,2.0,4.0
1247616983,35.32,28.54,2.0,4.0
1247615154,35.3704,28.5786,16.9,4.2
1247430776,37.95,29.39,5.0,4.0
1246971423,38.2321,38.7842,2.8,4.3
1246921461,34.96,26.48,24.0,4.6
1246826905,38.8805,43.8275,2.0,4.0
1246666868,35.07,28.58,52.0,4.0
1246585354,34.6582,24.1274,46.0,4.6
1246568228,34.4853,25.5117,15.0,4.0
1246446020,41.51,43.45,2.0,4.2
1246155439,34.3792,26.51,20.0,4.5
1246043693,36.5237,25.4964,13.4,4.7
1246037858,36.5076,25.4801,17.7,4.9
1246032263,36.49,25.49,10.0,4.0
1245721761,35.9688,30.0579,15.0,4.2
1245475699,37.61,26.93,2.0,5.1
1245411217,35.3421,28.5672,32.2,4.4
1245409500,35.3441,28.4806,40.0,5.7
1245373834,35.3949,28.5763,32.2,4.0
1245323008,35.3111,28507,28.6,4.5
1245299695,40.2548,44.7963,7.0,4.1
1245295868,35.3176,28.5783,31.1,4.2
1245288374,35.2861,28.5887,60.0,5.0
1245202155,36.1321,36.0173,16.8,4.7
1245041067,34.4109,23.1789,20.1,4.3
1244548065,34.6317,25.5448,39.0,4.0
1244514419,35.9826,29.1591,37.2,4.3
1244177170,34.6876,23813,16.0,4.2
1243727218,35.05,31.45,9.0,4.0
1243445284,38.57,42.64,3.0,4.0
1242281622,36.0296,27.0461,114.5,4.8
1242278259,35.3025,23.4053,57.9,4.2
1242169131,34.94,25.74,72.0,4.0
1242081389,35.54,26.37,54.8,4.5
1241783634,34.9127,23.0682,51.3,4.7
1241729204,39.2827,27.9397,4.7,4.0
1241645525,34.3666,26.4852,20.0,4.1
1241616232,34745,26.8521,15.0,4.0
1241307248,37.8558,27.54,15.54,4.1
1241120547,37.87,43.01,7.0,4.0
1241100950,34.58,27.51,65.2,4.1
1240853794,34474,24.7026,41.4,4.7
1240848187,40.7405,27.5233,28.8,4.2
1239823297,40.3802,40.5438,2.4,4.2
1239546896,37.7035,28.0388,11.87,4.5
1239440040,34.4724,26.6442,33.0,4.0
1239367234,34.9872,29.0306,47.4,4.4
1238894870,34.4382,23402,20.0,4.2
1238608701,39.8255,43.6643,4.44,4.0
1238598528,40.84,31.06,9.0,4.0
1238455201,38.85,23.61,10.0,4.0
1237678313,38.3483,38.9557,18.79,4.0
1237672402,37.9228,29.1067,9.4,4.0
1237656899,34.5984,25.5639,20.7,4.4
1237461318,34.9854,23.4317,40.0,4.9
1236781566,39.0444,41.8565,11.3,4.3
1236694317,34.74,25.33,10.0,4.3
1236679981,37.14,43.73,2.0,4.5
1236090023,35.6171,26.8814,80.5,4.0
1236055667,36.1948,31647,5.0,4.0
1236020529,36.6371,26.5782,30.0,4.2
1235930008,36.57,42.31,8.0,4.0
1235526449,35.3587,25.8537,13.2,4.0
1235071542,39.1235,29.0302,10.28,4.0
1234886897,34.4941,23.7372,33.4,4.1
1234837699,39.1488,29.0448,7.0,5.2
1234358464,34.5622,25.2885,20.5,4.1
1234046568,34.83,40.38,5.0,4.3
1233953477,36.6222,27.6044,110.2,4.3
1233473237,40.4547,42.3293,2.0,4.3
1233176347,35.5722,28.27,65.0,4.3
1233125109,37828,27.5623,6.7,4.1
1233123474,37.8287,27.5533,9.3,4.4
1232801919,40.8008,27.78,12.0,4.0
1232395324,34.5998,24856,2.0,4.2
1232296752,38.83,31.4,3.0,4.0
1232167527,37.1329,36.3575,10.0,4.1
1232109638,35.3017,23.3997,57.6,4.4
1232058117,38.8528,23.6119,11.7,4.1
1231893297,35.1866,23.1461,56.8,4.1
1231837056,39.9546,23.7691,10.5,4.0
1231816365,35.6628,26.3454,52.1,5.3
1231627900,40.27,32.14,5.0,4.0
1231418638,37.8073,27583,5.9,4.2
1231069384,38.78,23.47,24.0,4.2
1231053992,35.2409,27.7479,12.1,4.1
1230896575,38765,23.4406,10.5,4.1
1230825715,37.0192,29.1508,22.52,4.1
1230635047,42.7046,41.8951,2.0,4.0
1230494339,40.3749,25.7855,10.0,5.2
1230397761,40.1205,24.0583,7.6,4.4
1230355623,40.1163,24.0472,2.6,4.2
1230198230,35.7407,30.3226,20.0,4.0
1230087301,37.8621,29.2368,10.0,4.5
1230025992,36.0734,27.1594,16.3,4.0
1229261016,36.19,44.61,5.0,4.0
1229228851,35.9144,27.9198,70.1,4.4
1229093643,39.4737,23.6285,14.0,4.2
1228655458,34.5842,25.1013,56.5,4.0
1228115918,35293,46144,15.0,4.8
